ClientID,ClientName,SalesforceID,Segment,MktSubSegment,Insurance,BU_Division,BusinessUnitHead,OracleID,Tier,IIS_Top_100,SSIA TOP TIER,DirectPublish,ClientStartDate,DateClientTerminated,Site_Lead,Team_Lead,Manager,Primary_Client_Contact,Analyst_1_(A&C),Analyst_2_(CSO),Analyst_3_(Coverage),SITE,BU_Relationship_Managers,BU_Client_Service,COMPLIANCE_CS,AuditLocation,AcctContact,PNASRVR,MCHREGION,DAILY,SECTOR_NAME,Oversight_Site,Oversight_Group,Operations_Email_Dist,JV_Email_Dist,Client_Specific_Email_Dist,Watchlist,CM_Requires_2nd_ Approver
CONTSS,"Continental Tire North America, Inc.",001G000001jmkKaIAI,Corporate,DEFINED BENEFIT,IIS,IIS,YOUNG,1.00E+12,3,,,,8/1/2014,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Rudgalve, Olga","Rudgalve, Olga","King, Jonathan William","Chau, Stella S",BOSTON,Kate Hubbard,Vokolek Chris,,JV Pune,NONE,04PAW3,CIA00,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
COVARIANCE,COVARIANCE,001G000001jmmHC,,ASSET MANAGER,AIS,AIS,LOMBARDO,1.00E+12,2,,,,6/1/2011,2/10/2016,,Kristine Treacy,Kristine Treacy,DOUGLAS MURRAY,Douglas Murray,Douglas Murray,Kristine Treacy,TORONTO, Williams Gunesim, Williams Gunesim,,JV Pune,NONE,,,No,,TORONTO,,,JV_QAT_US-PnA Monthly Ops,,No Status,No
CPEN,IUOE Central Pension Fund (International Union of Operating Engineers),001G000001jmm1fIAA,Public Funds,RETIREMENT - TAFT,STS,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Cobb, Miles","Crimmins, Matthew","Andrade, Kelvin","Huang, Min",BOSTON,COLLINS WILLIAM,Kurt Robohm,,JV Pune,BITTNER ERIC,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
CPPIB,CPPIB,,Public Funds,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/1/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
CRAVATH,Cravath Swaine and Moore LLP,001G000001jmn7ZIAQ,Corporate,RETIREMENT - DB,IIS,IIS,SCHECHTER,1.00E+12,3,,,Yes,2/1/2011,,"Verrill, Scott M","Cady, Erik G","Hirbour, Adam S","Sutton, Jared E",,"Burton, Eric C","Sutton, Jared E",BOSTON,Chiles Steve,Brad Lahman,,JV Pune,SWAMI SUNDER VELLA,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
CRODA,Croda Ltd.,001G000001jmqayIAA,Corporate,RETIREMENT - DB,STS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Phan-Truong, Maggie M","Phan-Truong, Maggie M","Boutahar, Mustapha","Stoychev, Stefan","Osyf, Steven M",BOSTON,Loree Weno,Loree Weno,,JV Pune,SWAMI SUNDER VELLA,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
CTGRP,CITIGROUP 401K,001G000001jmohC,Corporate,RETIREMENT - DC,DCS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2009,2/1/2017,,Bob Pratt,Steven Osyf,Eric Harris,Anthony Labaki,Anthony Labaki,Steven Osyf,BOSTON,Brian Hawko,Frantz Pamphile,,JV Pune,BENKART BRIAN (DM),04PAW3,CI800,No,Asset Owners,BOSTON,Core Team,,JV_QAT_US-PnA Monthly Ops,,No Status,No
CVX,CHEVRON CORPORATION,001G000001jmrKP,,RETIREMENT - CORP,CPS,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,4/30/2016,,Michael Dunigan,Steven Osyf,Daniel Ogunmade,,Matt Landry,Anna Szubtarska,SACRAMENTO,MACVARISH KATHY,Erin Rodriguez,Charlene Barucha,JV Pune,MCELIGOTT MICHAEL,06PAW3,CI500,No,Asset Owners,Poland,CAPA4,,JV_QAT_US-PnA Monthly Ops,,No Status,No
DAM,DWIGHT ASSET MANAGEMENT LLC,,,ASSET MANAGER,USIS,,TERMINATED,1.00E+12,-99,,,,7/1/2011,5/15/2012,,Erik Cady,,LEONARD ROBINSON,,,JEFFREY MALMIN,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
DAVCOL,Davidson College,,,EDUCATION,STS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,8/16/2011,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
DAVIS,Davis Selected Advisors,001G000001jmkPSIAY,Asset Manager,ASSET MANAGER,USIS,USIS,KEDIA,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Michaud, Daniel","Manferdini, David","Frewald, Jonathan",,BOSTON,IVERS CONOR,IVERS CONOR,,JV-Mumbai,NONE,06PAW3,CI500,No,,BOSTON,N/A,Perf_East_Team3,SSIA-US PnA Alameda,,Stable,No
DCANNHL,District of Columbia Health and Annuitants Trust,001G000001jmkWO,Public Funds,DEFINED BENEFIT,PF,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,4/1/2017,,Erik Pulsifer,Scott Swanson,Jon Frewald,Yelena Samisheva,Yelena Samisheva,Scott Swanson,Boston,Lauren J Atkins,Edward R Fisher,,JV Pune,BITTNER ERIC,02PAW3,,NO,Asset Owners,Boston,Core Team,,JV_QAT_US-PnA Monthly Ops,,Stable,No
DCRET,DC Retirement Board,001G000001jmtH3IAI,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,12/31/2015,,Peter Storment,Steven Osyf,Michael LaCorte,,Kevin Nickerson,Laura Wykret,BOSTON,Forbes Greg,Tonya Cordray,,JV Pune,BITTNER ERIC,02PAW3,CI500,No,,Poland,CAPA4,,JV_QAT_US-PnA Monthly Ops,,No Status,No
DELMONTE,Del Monte,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,10/31/2010,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
DELPHI,DELPHI DC,,,RETIREMENT - DC,DCS,,DEBAGGIS,1.00E+12,-99,,,,4/1/2012,10/1/2013,,Michael Malchenko,,Steven Medvecki,,,DAX JOHNSON,SACRAMENTO,POULIN AARON,,,, , , , ,,SACRAMENTO,,,,,No Status,No
DELTA,Delta Dental Of Massachusetts,001G000001jmkQh,Insurance,INSURANCE,USIS,Insurance,DEBAGGIS,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Phan-Truong, Maggie M","Harris, Eric S","Harris, Eric S","Tariq, Deeba","Riihimaki, Eric",BOSTON, Dan Cummings,Lisa Moyer,,JV Pune,Novelleno Robert,06PAW3,CI800,No,Insurance,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
DESJARDINS,FIDUCIE DESJARDINS,001G000001jmkSh,,ASSET MANAGER,CAD,IIS Canada,BAILLIE,1.00E+13,2,TOP IIS,TOP SSIA,,7/17/2013,12/31/2014,,NULL,,NONE,NULL,,NULL,,Fernando Rodrigues,Fernando Rodrigues,Samira Khakpoor,,,,,,,,,,,,No Status,No
DEUTSCHE,Deutsche Asset Management,001G000001jmkSpIAI,,ASSET MANAGER,IIS,USIS,SCHAFER,1.00E+12,2,,,,7/1/2014,11/30/2016,,Erik Cady,Scott Swanson,Joao Da Cruz,Rachel Cardarelli,Rachel Cardarelli,Scott Swanson,BOSTON,Steve Kraunelis,Sam Gardner,,, , , , ,,BOSTON,,,,,Terminated,No
DFA,DIMENSIONAL FUND ADVISORS,001G000001jmphW,Asset Manager,ASSET MANAGER,USIS,USIS,,1.00E+12,1,,TOP SSIA,,3/1/2013,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Samisheva, Yelena",,"Samisheva, Yelena","Saar-Beckles, Merit",BOSTON,Reed Clifton,Nicholas Matheys,,JV Pune,NONE,06PAW3,CIA00,No,Asset Managers,Poland,CAPA4,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
DGA,Directors Guild of America,001G000001jmreb,Corporate,DEFINED BENEFIT,IIS,IIS,,1.00E+13,3,,,,1/1/2016,,"Pae, Lisa H","Tu, Chi T","Hirbour, Adam S","Nguyen, Vu","Burton, Eric C","Sweeney, Adam","Andrade, Kelvin",SACRAMENTO,Tonya Cordray,Michael Rohrich,,BOSTON,Dustin Boley,13PAW3,CIA00,NO,Asset Owners,SACRAMENTO,N/A,Perf_West_Team2,,,Stable,No
DIALEIFS,DIALECTIC CAPITAL,001G000001jml8gIAA,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,,2, , ,,7/1/2014,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",Toronto,"Beam, Heather","Krasowska, Beata", ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
DIOCATL,EPISCOPAL DIOCESE OF ATLANTA,001G000001jmrnpIAA,Endowment/Foundation,RETIREMENT - NONPROFIT,NFP,IIS,,1.00E+12,3,,,,1/1/2014,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Swanson, Scott M","Mcdevitt, Mike","Frewald, Jonathan",,BOSTON,"DAVIES, GORDON",Jessica Baker,,JV Pune,,,,,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
DIOW,DIOCESE OF WILMINGTON,001G000001jmscuIAA,Endowment/Foundation,RELIGIOUS,IIS,IIS,SCHECHTER,1.00E+12,3,,,,5/1/2013,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Swanson, Scott M","Mcdevitt, Mike","Frewald, Jonathan",,BOSTON,Vokolek Chris,Vokolek Chris,,JV Pune,NONE,,,,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
DISCOVER,DISCOVERY CAPITAL MANAGEMENT LLC,001G000001jmkTwIAI,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,1.00E+13,2,,,,6/1/2015,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",TORONTO,TIMOTHY BROOKS,William Stein,,JV Pune,William Stein,22PAW3,IGLS,YES,,TORONTO,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
DISGSS,The Walt Disney Company,001G000001jmsYu,Corporate,RETIREMENT - CORP,CPS,IIS,SCHECHTER,1.00E+12,1,TOP IIS,TOP SSIA,,11/1/2003,,"Swan, Matthew","Swan, Matthew","Mansiya, Azharuddin ","Khan, Asad",,,"Mansiya, Azharuddin ",TORONTO,MACVARISH KATHY,Sean Quigley,Charlene Barucha,JV-Mumbai,BENKART BRIAN (MB),06PAW3,CIA00,Yes,Asset Owners,TORONTO,N/A,,SSIA-US PnA Alameda,GSPS-Ops-Disney ,Monitor,No
DOLBY,DOLBY LAB,,,CORPORATE CASH,CPS,IIS,SCHECHTER,1.00E+12,3,,,,6/1/2011,9/30/2014,,Kristine Treacy,,NONE,NONE,,NONE,BOSTON,Duncan Lisa,,Charlene Barucha,JV-Mumbai, , , , ,,BOSTON,,,SSIA-US PnA Alameda,,No Status,No
DTCC,The Depository Trust Company,001G000001jmq7v,Corporate,CONSULTANT,CPS,IIS,SCHAFER,1.00E+12,2,,,,12/1/2012,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Rudgalve, Olga","Pires, Laurentino R","Chau, Stella S",,BOSTON,DONALD MULLIGAN,David A. Nelson,,JV Pune,BOUCHARD STEVE,04PAW3,CI800,NO,Asset Managers,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Monitor,No
DTE,DTE Energy Co,001G000001jmrB8IAI,Corporate,VARIOUS NON PROFIT,IIS,IIS Canada,SCHAFER,1.00E+12,2,,,,9/1/2013,,"Swan, Matthew","Swan, Matthew","Dai, David","Khan, Asad",,,"Wykret, Laura",TORONTO,Joseph B Rooney,Victoria Aguiar,,JV Pune,NONE,02PAW3,CIA00,No,,Poland,CAPA4,,JV_QAT_US-PnA Monthly Ops,,Monitor,No
DUPONTSV,Dupont Belgium OFP,0011600001lxLenAAE,Corporate,RETIREMENT - CORP,SA,IIS,SCHAFER,1.00E+12,3,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Frewald, Jonathan",,"Frewald, Jonathan","Mejia, Carmen M",BOSTON,Craig teDuits,Dennis Frasu,,JV Pune,BOUCHARD STEVE,06PAW3,CI400,No,,Poland,CAPA4,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
EARNEST,Earnest Partners II LLC,001G000001jmqtFIAQ,Asset Manager,ASSET MANAGER,USIS,USIS,Kirkland,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Negoshian, Jennifer","McIsaac, Kathleen R","Carmisciano, Lisa",,BOSTON,Danielle Huston & Tim McKerrow,John J. Cronin & Georgia Mavridis,,JV Pune,NONE,06PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,No Status ,No
EATON,Eaton Vance Corp,001G000001jmt30IAA,Asset Manager,ASSET MANAGER,USIS,USIS,LOWD,1.00E+12,3,,TOP SSIA,,3/1/2011,12/31/2016,,Len Robinson,Steven Osyf,Miles Cobb,Adam Sweeney,Eric Burton,Becca Fang,BOSTON,Caitlin Chamberlain,Caitlin Chamberlain,,JV Pune,NONE,06PAW3,CI800,Yes,,BOSTON,CAPA5,,JV_QAT_US-PnA Daily Ops,,Stable,No
ECCBSS,EASTERN CARIBBEAN CENTRAL BANK (Official Institutions),001G000001jmkfvIAA,Public Funds,RESERVE,LATAM,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Da Cruz, Joao J","Labaki, Anthony J","Saar-Beckles, Merit","Jia, Juan V",BOSTON,Karen Agredo,Rocio Castillo,Samira Khakpoor,JV Pune,MCELIGOTT MICHAEL,06PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
EDISON,Southern California Edison Co.,001G000001jmnA9IAI,Corporate,RETIREMENT - DC,DCS,IIS,YOUNG,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Chau, Stella S","Osyf, Steven M","Law, Fennie S",,BOSTON,William J Bowles,Christopher J Bregoli,Samira Khakpoor,JV-Mumbai,MCELIGOTT MICHAEL,08PAW3,CI400,No,,BOSTON,N/A,Perf_East_Team 4,SSIA-US PnA Alameda,,No Status ,No
ELMRGIFS,Elm Ridge Capital Partners LP,001G000001jmjZWIAY,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,,2, , ,,7/1/2014,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",Toronto,"Beam, Heather","Krasowska, Beata", ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
EMC,EMC Insurance Group Inc.,001G000001jmsmf,Insurance,INSURANCE,USIS,Insurance,RASK,1.00E+12,3,,,,3/1/2013,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Michaud, Daniel","Mejia, Carmen M","Frewald, Jonathan",,BOSTON,"HITCHINGS, ALLISON","HITCHINGS, ALLISON",,JV Pune,NONE,,,NO,Insurance,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
EMHA,BLACK & DECKER,,Corporate,RETIREMENT - DB,CPS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/31/2013,,Sofia Zahariadis,,NONE,,,PETER STORMENT,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
EMORYSS,EMORY UNIVERSITY,,,EDUCATION,CPS,,SCHECHTER,1.00E+12,1,,,,1/1/2009,6/30/2013,,DAMIAN HUBBARD,,Peter Storment,,,PETER STORMENT,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
EOM,Trustees of Donations Episcopal Diocese of Massachusetts,001G000001jmpZhIAI,Endowment/Foundation,PHILANTHROPIC,IIS,IIS,,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Phan-Truong, Maggie M","Phan-Truong, Maggie M","Phan-Truong, Maggie M","Boutahar, Mustapha",,BOSTON,Thomas Clement,Thomas Clement,,JV Pune,SWAMI SUNDER VELLA,06PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Terminated,No
EVAVALLE,EVA VALLEY,,,FAMILY OFC,WMS,,ROUSE,1.00E+12,2,,,,1/1/2010,6/30/2013,,JOAO DA CRUZ,,JOHN SULLIVAN,,,PETER STORMENT,BOSTON,MCGILLICUDDY DIANE,,,, , , , ,,BOSTON,,,,,No Status,No
FANMAGSS,FANNIE MAE,001G000001jmk5h,Public Funds,RETIREMENT - DB,STS,IIS,,1.00E+12,3,,,,1/1/2009,12/31/2015,,Kristine Treacy,Kristine Treacy,Kristine Treacy,Michael Sanderson,Michael Sanderson,Kristine Treacy,BOSTON,"DAVIES, GORDON",Christina Carpenter,,JV Pune,SWAMI SUNDER VELLA,06PAW3,CI800,No,,BOSTON,,,JV_QAT_US-PnA Monthly Ops,,No Status,No
FARM,FARMERS INSURANCE GROUP INC,,,INSURANCE,DCS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,7/31/2013,,Performance Operations,,NONE,,,KAMRAN MAKHDUMI,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
FCACAD,FCA CAD,,Corporate,RETIREMENT - CORP,IIS,IIS,SCHECHTER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2017,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Landry, Matthew","Nop, Reth","Liang, ChiaYi",,BOSTON,MACVARISH KATHY,Jason Prescott,,JV Pune,MCELIGOTT MICHAEL,06PAW3,CIA00,Yes,Asset Owners,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Daily Ops,,No Status,No
FEDERSS,Federated,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/31/2010,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
FEDEX,FedEx Corporation,001G000001jmjwGIAQ,Corporate,RETIREMENT - DB,IIS,IIS,SCHAFER,1.00E+12,2,TOP IIS,TOP SSIA,,12/1/2010,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Kerrigan, John","Cardarelli, Rachel","Zhang, Yu Kun",,BOSTON,MARK CURRAN,CHANTARI PENH,,JV Pune,BITTNER ERIC,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
FEDRSRV,Federal Reserve Bank Of NY,001G000001jmn65IAA,Public Funds,AGENCY,PF,IIS,SCHAFER,1.00E+12,3,,,,1/1/2012,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Chau, Stella S",,"Cardarelli, Rachel","King, Jonathan William",BOSTON,Robert Calabrese,Jennifer Juliano,,JV Pune,BENKART BRIAN,13PAW3,CIA00,NO,,Poland,CAPA4,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
FIDELITY,Fidelity Insurance Inv'ts,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/1/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
FIRSTIFS,"First Trust Bank, LTD",001G000001jmiX0IAI,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,,2, , ,,7/1/2014,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",Toronto,"Beam, Heather","Krasowska, Beata", ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
FMFGSS,France-Merrick Foundation Inc,001G000001jmrwmIAA,,PHILANTHROPIC,STS,IIS,YOUNG,1.00E+12,3,,,,1/1/2009,6/30/2016,,Rob Moles,Steven Osyf,Fennie Law,Eric Burton,Eric Burton,Steven Osyf,BOSTON,Smith Kelly,Regina Martinez,,JV Pune,SWAMI SUNDER VELLA,06PAW3,CI800,No,,BOSTON,Core Team,,JV_QAT_US-PnA Monthly Ops,,No Status,No
FOGAFIN,Fogafin,,,RETIREMENT DC,IIS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/1/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
FORD,FORD MOTOR CORP. CASH,001G000001jmpV8,Corporate,RETIREMENT - DC,SA,IIS,SCHAFER,1.00E+12,2,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Negoshian, Jennifer","McIsaac, Kathleen R","Carmisciano, Lisa",,BOSTON,Denis Frasu,Lynne Exantus / Chris Igo,,JV Pune,BENKART BRIAN,02PAW3,CIA00,No,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,No Status,No
FORDDC,FORD DC,001G000001jmpV8,Corporate,RETIREMENT - DC,SA,IIS,SCHAFER,1.00E+12,2,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Negoshian, Jennifer","McIsaac, Kathleen R","Carmisciano, Lisa",,BOSTON,Denis Frasu,Katherine Peck,,JV Pune,BENKART BRIAN,02PAW3,CIA00,No,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
FORDINS,FORD MOTOR CREDIT COMPANY INSURANCE,001G000001jmrwn,Corporate,RETIREMENT - CORP,SA,IIS,Schafer,1.00E+12,2,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Negoshian, Jennifer","McIsaac, Kathleen R","Carmisciano, Lisa",,BOSTON,Denis Frasu,Lynne Exantus / Chris Igo,,JV Pune,BENKART BRIAN,02PAW3,CI400,No,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
FORTHIFS,FORT HOOSAC MANAGEMENT,,,ASSET MANAGER,AIS,AIS,STERNER,,1, , ,,7/1/2014,7/31/2015,,MATTHEW SWAN,DAVID DAI,MATTHEW SWAN,ANDREW NG,ANDREW NG,DAVID DAI,Toronto,STERNER ERIC,STERNER ERIC, ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,,,JV_QAT_US-PnA Daily Ops,,No Status,No
FOXPOIFS,FOX POINT CAPITAL MANAGEMENT,001G000001jmlDM,,ASSET MANAGER,AIS,AIS,STERNER,,2, , ,,7/1/2014,5/31/2016,,MATTHEW SWAN,DAVID DAI,MATTHEW SWAN,ANDREW NG,ANDREW NG,DAVID DAI,Toronto,STERNER ERIC,STERNER ERIC, ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,,,JV_QAT_US-PnA Daily Ops,,No Status,No
FPALLC,"First Pacific Advisors, LLC",001G000001jmqNV,Asset Manager,ASSET MANAGER,USIS,USIS,KIRKLAND,1.00E+13,2,,,,4/1/2016,,"Swan, Matthew","Swan, Matthew","Cobb, Miles","Joshi, Urvashi","Crimmins, Matthew","Swanson, Scott M",,TORONTO,Shawn Alarie,Jonathan Truffa,,Boston,Jonathan Truffa,06PAW3,,,Asset Managers,TORONTO,N/A,,,,Monitor,No
FRAMA,Areva NP SAS,001G000001jmqEQIAY,Corporate,RETIREMENT - CORP,STS,IIS,YOUNG,1.00E+12,3,,,Yes,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Law, Fennie S",,"Agganis, Dean P","Adamson, Carlisle O",BOSTON,SARAH RASK,Jill Hawkins,,JV Pune,SWAMI SUNDER VELLA,06PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
FRANTEMP,FRANKLIN TEMPLETON,001G000001jml9d,Asset Manager,ASSET MANAGER,USIS,USIS,,1.00E+13,3,,,,6/1/2106,,"Pae, Lisa H","Hennessy, Carl J","Fang, Zhiwen","Rozek, Justin J","Fang, Zhiwen","Smith, Evan",,SACRAMENTO,Jason O'Neil,Matt Wilson,,JV Pune,MATTHEW WILSON,13PAW3,CIA00,YES,,SACRAMENTO,N/A,Perf_West_Team1,JV_QAT_US-PnA Daily Ops,,Monitor,No
FSPP,Financiere Des Professionnels (Professionals Financial),001G000001jml1WIAQ,Asset Manager,ASSET MANAGER,CAD,IIS Canada,BAILLIE,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Swan, Matthew","Da Cruz, Joao J","Joshi, Urvashi","Jia, Juan V","Saar-Beckles, Merit","Samisheva, Yelena",BOSTON,Andre Frigon,Vince Christofaro,,JV Pune,RAGELL PETER,02PAW3,CI800,No,,BOSTON,N/A,,JV_QAT_US-PnA Monthly Ops,,Monitor,No
FSTENGY,FirstEnergy Corp. (GPU),001G000001jmrAgIAI,Corporate,RETIREMENT - DC,IIS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2014,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Frewald, Jonathan","Manferdini, David","Jones, Crystal",,BOSTON,GAYTON RON,Dave Nelson,,JV Pune,NONE,,,,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
FURMAN,Furman University,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/31/2008,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
GEOLOIFS,"GEOLOGIC RESOURCE PARTNERS, LLC",001G000001jmlIwIAI,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,,2, , ,,7/1/2014,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",Toronto,"Beam, Heather","Krasowska, Beata", ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
GEORGIA,State of Georgia Employee Retirement System,001G000001jmoxqIAA,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Mackey, Paul J",,"Arustamyan, Vadim R","O'connor, Brian P",BOSTON,Greg Forbes,"Steven Davies
Steven Davies",,JV Pune,BITTNER ERIC,06PAW3,CI500,Yes,,Poland,CAPA4,Perf_East_Team1,JV_QAT_US-PnA Daily Ops,,Stable,No
